file,question_id,stage,skill,issue_type,detail,recommended_fix
KS4_merged_deduped.jsonl,ks4_averages_mean_median_a6a81f9203,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_7b2d7078fb,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_dc646a674a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_c2bd89f22b,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+11.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_55750f53ac,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_91d472d6ec,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 3+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_89e2f66479,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_809ad6a464,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_8ed7cd86cf,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 13+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_546052013f,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_3fe3e949fa,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 10+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_5adef74272,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_0ae3d4b363,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 15+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_b15b88c6d6,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_6952ae1ea9,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_7a05215f8a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_72774baf52,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_faf686076a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_bf80cafd6a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 7+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_0aef96c25f,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+11.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_86085cb164,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_66c4db92f9,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 9+6.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_01530b757f,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_d6cc7294fa,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_bad74390d0,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_e33b22f1d0,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_0a659b0262,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_b0ad1d151d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_76769213b5,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_3777e1690d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 8+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_5b2810f41e,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 10+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_d34e5d7027,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_af815cca12,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_a4924fd126,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 9+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_180db0671d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 7+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_612044ab0d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 14+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_f7d90bf79d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_7cdfaf66c7,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_3896813f55,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_9905d3496e,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_9210313996,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 14+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_dce1719771,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 9+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_de4d97a38a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_7d9326cb10,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 13+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_0209f83a7f,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_5d37cdfd46,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_b0cc64a286,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_88272d0af4,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_01bbb1f66c,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 8+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_5ef510722d,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_89b81cdbd9,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_3120061699,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_48819a13b7,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+14.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_9cb157f788,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_fdd6445c43,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_3fecaf84b9,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+11.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_d4ff2faf38,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+6.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_9524052ee4,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 13+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_21853b9c4e,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_803282e9f0,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_b3694a1fe0,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+20.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_6b01192920,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 10+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_b23a8ef3a9,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 3+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_00f381ce61,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_9f9cc515a6,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 9+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_24ae64c980,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 13+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_ead75d2e6c,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_fcd53e088c,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_fa78f95909,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_7a1883d336,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_59db7408ec,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_5872e0741c,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_a9ada1e9ce,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 3+16.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_fdfbe8b2b5,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 8+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_ca299f6aee,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 10+18.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_63cd2200c7,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_fe4f7ced10,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 15+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_10617e1219,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_f5038ae0f5,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 7+11.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_1b363edba9,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 12+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_60913f19ba,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 3+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_38c145eb19,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+7.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_eecd8aa61f,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 15+17.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_39d053908a,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 20+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_412c19d807,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 10+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_58344bc368,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 6+10.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_1af05d699e,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_4406869b93,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 17+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_c40d027ac0,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+8.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_6d29517937,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 14+2.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_7c72a9a192,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 10+19.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_62b60c92dd,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 16+15.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_a5ec48e687,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 11+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_11f8b892d3,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+14.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_9056c4eaf6,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 14+12.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_50314f84ac,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 5+3.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_55928e0c44,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 4+13.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_27ebaadc57,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 18+9.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_a5bdfa4179,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 2+4.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_211310a03c,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 19+5.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
KS4_merged_deduped.jsonl,ks4_averages_mean_median_0f21368287,KS4,Averages,PLACEHOLDER_QUESTION,"Placeholder ""Compute N+M"" stub under skill: Averages | stem: ""[Averages] Compute 10+6.""",Replace with a real question matching the skill label (e.g. circumference/area of a circle using pi).
