file,question_id,stage,skill,issue_type,detail,recommended_fix
ALL_merged_deduped.jsonl,ks5_int_poly_652e256d,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (2x^3 - 2x^2 - 6x + 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_71c44311,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (3x^2 + 6x - 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_e6e10714,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (x^3 - 6x^2 - 2x + 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_35af9427,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-4x^3 + 2x^2 - 3x - 8) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_c6a5889b,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (4x^3 + 4x^2 + 6x - 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_b74d86fd,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-2x^3 - 3x^2 - 5x - 9) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_8242ca10,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (3x^3 + 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_a7adf2fb,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (4x^2 + 5x - 8) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_33bc25b0,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-x^2 + 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_ea2ffca3,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-x^2 + 2x + 9) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_3f58a1f1,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-5x^2 + 3x - 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_9f129112,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-2x^2 - 5x - 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_043beefd,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-2x^3 + 3x^2 + x + 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_82f1629b,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-6x^2 - 4x - 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_badbb122,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-5x^3 + 6x^2 - x - 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_f3324802,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-4x^2 - 4x + 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_47103768,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-6x^3 + 2x^2 - 2x + 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_cf0972a9,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-2x^2 + 5x - 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_355be85e,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-2x^2 + x + 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_9d30e17e,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (4x^3 - x^2 + 5x - 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_962fa19b,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-x^3 - 5x^2 - 3x + 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_af6a7723,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-4x^2 + 4x - 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_6a04847a,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-5x^3 - x^2 + 4x + 8) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_0e9f9b3b,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-4x^2 + x - 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_d73ea048,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-5x^2 + 3x - 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_d4ee7651,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-5x^2 - x - 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_8680f890,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (2x^2 - x + 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_e45ec3c6,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (3x^2 + 6x - 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_0d2d85c1,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (4x^3 + 2x^2 - 2x - 8) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_36464929,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-2x^2 - 6x - 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_6a42fbe0,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (2x^3 - 4x^2 - 5x - 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_e18c9fc0,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-3x^2 + 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_19ce630a,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-4x^3 - 3x^2 + 6x + 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_513afaa9,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (4x^3 + 4x + 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_1bc3d38a,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-3x^2 + 5x - 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_fe1f9ce5,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-3x^3 + 5x^2 - 5x + 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_ec7df25b,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-4x^2 + x + 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_d35e2415,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (4x^2 + x - 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_775c323a,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-2x^2 - 2x - 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_79b5c99c,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (5x^3 + 4x^2 - 4x) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_cca238a3,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (5x^3 - 2x^2 - 6x + 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_b339f76e,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-3x^3 - 6x^2 + 3x + 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_ac68b6bc,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (3x^3 - 4x^2 - 2x + 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_edcfb069,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (x^3 - 6x^2 + 4x + 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_5bac01b9,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-2x^2 + 6x) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_c82356a1,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-x^3 - 4x^2 + 2x - 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_d3597905,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-5x^3 - 3x^2 + 5x + 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_8908ba61,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-3x^2 - 2x - 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_f810e355,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-2x^2 + 4x - 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_4f510cc2,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-3x^3 - x^2 + 4x + 8) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_6fdfdbac,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-6x^2 + 5x + 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_afa84384,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-5x^3 - 4x - 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_ce134a53,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-4x^3 + 4x^2 - 2x) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_47653660,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (x^2 - 3x - 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_27b045af,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-4x^2 + 3x + 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_2033ee89,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-3x^3 - 6x^2 + 3x - 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_64da1ffe,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-2x^3 - 4x^2 - 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_497e6379,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-x^3 - 4x^2 - 4x + 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_f7ba5de1,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-2x^3 - 4x^2 - x + 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_133e2e47,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (4x^2 - 4x - 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_20559db2,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (6x^3 - 2x^2 - 2x - 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_22fc3f43,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-5x^3 - 5x^2 - 2x + 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_6d999d0b,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-2x^3 - 3x^2 - 3x - 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_b34c6357,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-3x^2 + 2x + 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_baa8ccab,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (6x^2 + 4x + 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_3295f19c,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (2x^3 - 5x^2 - 5x - 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_9a2cbdf6,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-6x^3 - x^2 + x + 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_2872778d,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-5x^3 + 2x^2 + 3x - 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_5d5f918c,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-2x^2 - x + 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_c4e0b12a,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-6x^2 + 4x - 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_caddf372,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (x^3 - 3x^2 + x + 9) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_a887f485,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (5x^3 - 3x^2 + 4x - 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_359f2fe6,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (3x^3 + 5x - 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_4d7a5a1f,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (2x^3 + 5x^2 - 6x + 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_53f92971,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (5x^3 + x^2 - x - 8) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_71a03267,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-4x^3 - 3x - 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_9c0ef068,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (5x^3 + 3x^2 - 5x - 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_f12f3006,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-5x^3 + 3x^2 - 5x - 9) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_16f416ec,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-5x^2 - 5x + 9) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_ed785ed8,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-3x^3 - 2x^2 + 3x + 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_d3942889,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (5x^3 - 4x^2 - 2x - 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_8b8b9579,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (4x^3 + 3x^2 + 4x + 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_7a38f54f,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-x^3 - x^2 + 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_0f61a33c,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-6x^3 - 6x^2 - 4x + 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_05acb341,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (x^2 - 3x - 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_cbcb2fbe,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-5x^2 - 3x + 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_18d42d12,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-4x^2 + 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_bedf6902,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (3x^2 + 5x + 3) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_df34cc93,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-4x^2 + 2x + 10) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_07208437,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-6x^2 + 2x + 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_7cca23fa,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (x^2 - 2x + 1) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_7defc103,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (2x^2 - 4x - 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_d5255400,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-2x^3 - 3x^2 - 2x + 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_69ba839b,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-x^3 + x^2 - x + 6) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_8a33c72d,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-x^2 - 4x + 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_5cd0cce0,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt3 — stem: ""Find ∫ (-2x^2 - 4) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_b94fbc83,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (4x^3 + 6x^2 - 5x + 5) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_a62cda00,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt0 — stem: ""Find ∫ (-x^3 + 2x^2 - 6x - 2) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_43e19e7c,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt2 — stem: ""Find ∫ (-6x^3 - x^2 + 2x + 8) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
ALL_merged_deduped.jsonl,ks5_int_poly_e279cedf,KS5,Integrate polynomials,PYTHON_EXPONENT,"** found in: opt1 — stem: ""Find ∫ (-x^3 + 2x^2 - 5x + 7) dx""",Replace ** with ^ in stem; replace x**n with x^n in options. Deduplicate options where both notations appear.
