file,question_id,action,status,detail,options_before,options_after,answer_index_before,answer_index_after
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_9cf965d947,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""14"", ""15"", ""13"", ""16""]","[""14"", ""15"", ""13"", ""16""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_9dbc4aa22f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""13"", ""12"", ""14"", ""11""]","[""13"", ""12"", ""14"", ""11""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_9e08123620,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""7"", ""8"", ""9"", ""10""]","[""7"", ""8"", ""9"", ""10""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_9f933319c4,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""20"", ""18"", ""19""]","[""21"", ""20"", ""18"", ""19""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a0333af740,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""13"", ""12"", ""15"", ""14""]","[""13"", ""12"", ""15"", ""14""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a0ffb37b3e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""33"", ""35"", ""36"", ""34""]","[""33"", ""35"", ""36"", ""34""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a102af0f6d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""24"", ""26"", ""23""]","[""25"", ""24"", ""26"", ""23""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a17fc2647e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""17"", ""19"", ""20"", ""18""]","[""17"", ""19"", ""20"", ""18""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a2b001cdab,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""10"", ""9"", ""11"", ""12""]","[""10"", ""9"", ""11"", ""12""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a2b08d33dc,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""18"", ""17"", ""16""]","[""15"", ""18"", ""17"", ""16""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a3478cd6d9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""23"", ""25"", ""24""]","[""22"", ""23"", ""25"", ""24""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a36d5513ff,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""19"", ""21"", ""20""]","[""22"", ""19"", ""21"", ""20""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a3cdb4a824,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""16"", ""14"", ""15"", ""17""]","[""16"", ""14"", ""15"", ""17""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a463f74d14,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""30"", ""27"", ""28""]","[""29"", ""30"", ""27"", ""28""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a557efcb54,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""36"", ""38"", ""35"", ""37""]","[""36"", ""38"", ""35"", ""37""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a651dddf49,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""23"", ""25"", ""24""]","[""26"", ""23"", ""25"", ""24""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a6e702b2a7,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""11"", ""13"", ""12"", ""14""]","[""11"", ""13"", ""12"", ""14""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a78fbcd96d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""20"", ""18"", ""19"", ""17""]","[""20"", ""18"", ""19"", ""17""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a7a71902ea,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""17"", ""14"", ""16"", ""15""]","[""17"", ""14"", ""16"", ""15""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a7baa01142,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""21"", ""22"", ""23""]","[""24"", ""21"", ""22"", ""23""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_a919c07995,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""22"", ""20"", ""23""]","[""21"", ""22"", ""20"", ""23""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_aa356ec571,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""6"", ""3"", ""5"", ""4""]","[""6"", ""3"", ""5"", ""4""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_aa5d9f15e4,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""19"", ""20"", ""22""]","[""21"", ""19"", ""20"", ""22""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_aa791eaf13,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""15"", ""13"", ""14""]","[""12"", ""15"", ""13"", ""14""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_aad9d0d631,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""5"", ""8"", ""6"", ""7""]","[""5"", ""8"", ""6"", ""7""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ab794132ab,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""27"", ""26"", ""28"", ""25""]","[""27"", ""26"", ""28"", ""25""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_abcc967bf6,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""25"", ""24"", ""23""]","[""26"", ""25"", ""24"", ""23""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ac7ef6ee27,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""14"", ""15"", ""17"", ""16""]","[""14"", ""15"", ""17"", ""16""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ae668c2004,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""24"", ""21"", ""23""]","[""22"", ""24"", ""21"", ""23""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_afab68fea6,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""28"", ""26"", ""27""]","[""29"", ""28"", ""26"", ""27""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_afbec104c8,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""27"", ""26"", ""25""]","[""28"", ""27"", ""26"", ""25""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b0057eb145,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""26"", ""25"", ""23""]","[""24"", ""26"", ""25"", ""23""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b012ba15d3,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""7"", ""9"", ""8"", ""6""]","[""7"", ""9"", ""8"", ""6""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b0b640d4fa,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""29"", ""31"", ""30""]","[""28"", ""29"", ""31"", ""30""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b0f34b3d76,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""27"", ""28"", ""26"", ""29""]","[""27"", ""28"", ""26"", ""29""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b1043caea1,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""18"", ""17"", ""15"", ""16""]","[""18"", ""17"", ""15"", ""16""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b21dd37aa6,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""10"", ""13"", ""11""]","[""12"", ""10"", ""13"", ""11""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b47ac8b68c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""25"", ""28"", ""27""]","[""26"", ""25"", ""28"", ""27""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b4bfd95f24,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""32"", ""35"", ""33"", ""34""]","[""32"", ""35"", ""33"", ""34""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b5ad81fef9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""27"", ""24"", ""26""]","[""25"", ""27"", ""24"", ""26""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b6b1bcb809,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""33"", ""32"", ""34"", ""35""]","[""33"", ""32"", ""34"", ""35""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b6f94f7318,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""26"", ""23"", ""25""]","[""24"", ""26"", ""23"", ""25""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b71e62d5e5,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""27"", ""25"", ""28"", ""26""]","[""27"", ""25"", ""28"", ""26""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b7677b8acc,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""42"", ""40"", ""39"", ""41""]","[""42"", ""40"", ""39"", ""41""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b7d2515a35,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""18"", ""19"", ""20""]","[""21"", ""18"", ""19"", ""20""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b848317818,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""18"", ""21"", ""20"", ""19""]","[""18"", ""21"", ""20"", ""19""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b856114b52,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""14"", ""16"", ""17""]","[""15"", ""14"", ""16"", ""17""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b9c09629e3,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""26"", ""29"", ""27""]","[""28"", ""26"", ""29"", ""27""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_b9c9c74770,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""16"", ""15"", ""13"", ""14""]","[""16"", ""15"", ""13"", ""14""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ba2b51a7cf,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""10"", ""11"", ""12"", ""9""]","[""10"", ""11"", ""12"", ""9""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bb143d5988,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""34"", ""36"", ""33"", ""35""]","[""34"", ""36"", ""33"", ""35""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bc06a8f0ca,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""33"", ""31"", ""34"", ""32""]","[""33"", ""31"", ""34"", ""32""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bc1b0d6545,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""16"", ""17"", ""15"", ""18""]","[""16"", ""17"", ""15"", ""18""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bd99570aec,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""14"", ""15"", ""12"", ""13""]","[""14"", ""15"", ""12"", ""13""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_be0b9776c2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""28"", ""29"", ""27""]","[""30"", ""28"", ""29"", ""27""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bef49c771f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""35"", ""33"", ""36"", ""34""]","[""35"", ""33"", ""36"", ""34""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bf250b81c6,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""33"", ""32"", ""35"", ""34""]","[""33"", ""32"", ""35"", ""34""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bf9efa63fe,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""9"", ""11"", ""8"", ""10""]","[""9"", ""11"", ""8"", ""10""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_bff89ba2e5,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""24"", ""25"", ""26""]","[""23"", ""24"", ""25"", ""26""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c0ed2250f5,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""30"", ""28"", ""27""]","[""29"", ""30"", ""28"", ""27""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c0f28bed20,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""24"", ""22"", ""21""]","[""23"", ""24"", ""22"", ""21""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c119b01109,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""20"", ""23"", ""21""]","[""22"", ""20"", ""23"", ""21""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c1d42cb311,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""32"", ""31"", ""33""]","[""30"", ""32"", ""31"", ""33""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c2477bb40a,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""31"", ""29"", ""32"", ""30""]","[""31"", ""29"", ""32"", ""30""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c2cc1f3e1e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""9"", ""12"", ""11"", ""10""]","[""9"", ""12"", ""11"", ""10""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c312fec78b,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""31"", ""32"", ""34"", ""33""]","[""31"", ""32"", ""34"", ""33""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c38f4bd352,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""33"", ""31"", ""32""]","[""30"", ""33"", ""31"", ""32""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c6796fbc03,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""38"", ""39"", ""40"", ""41""]","[""38"", ""39"", ""40"", ""41""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c6c3deec3c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""10"", ""11"", ""13""]","[""12"", ""10"", ""11"", ""13""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c6c47e4fe6,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""23"", ""24"", ""25""]","[""22"", ""23"", ""24"", ""25""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c731802f88,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""37"", ""35"", ""34"", ""36""]","[""37"", ""35"", ""34"", ""36""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c7652442cd,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""32"", ""33"", ""35"", ""34""]","[""32"", ""33"", ""35"", ""34""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c90a0d458f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""31"", ""29"", ""32""]","[""30"", ""31"", ""29"", ""32""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c98becc75f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""11"", ""10"", ""12"", ""9""]","[""11"", ""10"", ""12"", ""9""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_c9d70a19c2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""32"", ""30"", ""29"", ""31""]","[""32"", ""30"", ""29"", ""31""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ca047d2d8e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""21"", ""24"", ""23""]","[""22"", ""21"", ""24"", ""23""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ca1d7ceec6,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""31"", ""28"", ""30""]","[""29"", ""31"", ""28"", ""30""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_cb252a6b9d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""31"", ""32"", ""29""]","[""30"", ""31"", ""32"", ""29""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_cbc769f4fe,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""18"", ""20"", ""19""]","[""21"", ""18"", ""20"", ""19""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ccaef66135,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""31"", ""30"", ""33"", ""32""]","[""31"", ""30"", ""33"", ""32""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_ccd3471150,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""25"", ""23"", ""24""]","[""22"", ""25"", ""23"", ""24""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_cdc816cee0,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""32"", ""30"", ""31""]","[""29"", ""32"", ""30"", ""31""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_cf7b35c396,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""26"", ""24"", ""25""]","[""23"", ""26"", ""24"", ""25""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d037a7e0b2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""24"", ""21"", ""22""]","[""23"", ""24"", ""21"", ""22""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d09264f5a1,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""11"", ""10"", ""12"", ""13""]","[""11"", ""10"", ""12"", ""13""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d0b895a046,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""24"", ""25"", ""23""]","[""26"", ""24"", ""25"", ""23""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d1e0317a21,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""24"", ""25"", ""27""]","[""26"", ""24"", ""25"", ""27""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d2135253cf,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""19"", ""18"", ""16"", ""17""]","[""19"", ""18"", ""16"", ""17""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d2cc7c588d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""9"", ""10"", ""11"", ""12""]","[""9"", ""10"", ""11"", ""12""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d357f90740,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""19"", ""20"", ""21"", ""18""]","[""19"", ""20"", ""21"", ""18""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d3ff656f25,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""23"", ""22"", ""20""]","[""21"", ""23"", ""22"", ""20""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d4ba4ad0b0,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""18"", ""19"", ""20"", ""21""]","[""18"", ""19"", ""20"", ""21""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d4fb6ad41f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""36"", ""37"", ""38"", ""35""]","[""36"", ""37"", ""38"", ""35""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d54ec529ec,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""20"", ""21"", ""22""]","[""23"", ""20"", ""21"", ""22""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d5a401b13f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""22"", ""19"", ""20""]","[""21"", ""22"", ""19"", ""20""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d5d5fcfaa9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""28"", ""26"", ""27""]","[""25"", ""28"", ""26"", ""27""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d5e0cbed76,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""16"", ""18"", ""17""]","[""15"", ""16"", ""18"", ""17""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d705bea26f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""20"", ""23"", ""22"", ""21""]","[""20"", ""23"", ""22"", ""21""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d8e0a216df,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""33"", ""32"", ""31""]","[""30"", ""33"", ""32"", ""31""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d8e784623b,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""40"", ""39"", ""38"", ""37""]","[""40"", ""39"", ""38"", ""37""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d9c0769663,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""11"", ""13"", ""12"", ""14""]","[""11"", ""13"", ""12"", ""14""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_d9ed6a5362,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""26"", ""24"", ""27""]","[""25"", ""26"", ""24"", ""27""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_da1fd188c1,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""27"", ""29"", ""26"", ""28""]","[""27"", ""29"", ""26"", ""28""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_daaac9b17c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""25"", ""26"", ""23""]","[""24"", ""25"", ""26"", ""23""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_db8b91ae4c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""17"", ""18"", ""16"", ""15""]","[""17"", ""18"", ""16"", ""15""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_dce7ca2bd9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""31"", ""32"", ""33"", ""34""]","[""31"", ""32"", ""33"", ""34""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_dd7b4c7cf9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""27"", ""25"", ""26"", ""28""]","[""27"", ""25"", ""26"", ""28""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_dda23cc56c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""35"", ""36"", ""33"", ""34""]","[""35"", ""36"", ""33"", ""34""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_de4803c310,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""18"", ""20"", ""17"", ""19""]","[""18"", ""20"", ""17"", ""19""]",0,0
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_de8f2f9208,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""29"", ""27"", ""26""]","[""28"", ""29"", ""27"", ""26""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_dfbe4de8e2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""27"", ""26"", ""28""]","[""29"", ""27"", ""26"", ""28""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e090938fad,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""22"", ""23"", ""21""]","[""24"", ""22"", ""23"", ""21""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e11e580e7e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""22"", ""21"", ""20""]","[""23"", ""22"", ""21"", ""20""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e16f9c2ab1,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""19"", ""20"", ""17"", ""18""]","[""19"", ""20"", ""17"", ""18""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e3a8b61704,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""11"", ""13"", ""10""]","[""12"", ""11"", ""13"", ""10""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e3c73ac7c2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""25"", ""24"", ""27""]","[""26"", ""25"", ""24"", ""27""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e3e43a559c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""22"", ""19"", ""20""]","[""21"", ""22"", ""19"", ""20""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e411b988d0,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""19"", ""20"", ""21""]","[""22"", ""19"", ""20"", ""21""]",2,2
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e47321028f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""27"", ""29"", ""28""]","[""26"", ""27"", ""29"", ""28""]",1,1
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e59f574170,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""13"", ""16"", ""14""]","[""15"", ""13"", ""16"", ""14""]",3,3
KS4_merged_deduped.jsonl,ks4_circumference_area_circle_e6a0e944bd,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""13"", ""11"", ""14""]","[""12"", ""13"", ""11"", ""14""]",0,0
